all noise.n.03 psychological_feature.n.01, no noise.n.03 convulsion.n.04: some-not psychological_feature.n.01 convulsion.n.04; all psychological_feature.n.01 convulsion.n.04
all foodstuff.n.02 physical_entity.n.01, no foodstuff.n.02 culture_medium.n.01: some-not physical_entity.n.01 culture_medium.n.01; all physical_entity.n.01 culture_medium.n.01
all immunodeficiency.n.01 immunological_disorder.n.01, no immunodeficiency.n.01 immunosuppression.n.01: some-not immunological_disorder.n.01 immunosuppression.n.01; all immunological_disorder.n.01 immunosuppression.n.01
all artifact.n.01 artifact.n.01, no artifact.n.01 congener.n.03: some-not artifact.n.01 congener.n.03; all artifact.n.01 congener.n.03
all press.n.02 entity.n.01, no press.n.02 journalism.n.01: some-not entity.n.01 journalism.n.01; all entity.n.01 journalism.n.01
all polymer.n.01 material.n.01, no polymer.n.01 incense.n.01: some-not material.n.01 incense.n.01; all material.n.01 incense.n.01
all gem.n.02 physical_entity.n.01, no gem.n.02 snowflake.n.01: some-not physical_entity.n.01 snowflake.n.01; all physical_entity.n.01 snowflake.n.01
all hardware.n.03 component.n.03, no hardware.n.03 accessory.n.02: some-not component.n.03 accessory.n.02; all component.n.03 accessory.n.02
all ceremony.n.01 event.n.01, no ceremony.n.01 fundraiser.n.02: some-not event.n.01 fundraiser.n.02; all event.n.01 fundraiser.n.02
all slaughter.n.03 murder.n.01, no slaughter.n.03 dry-gulching.n.01: some-not murder.n.01 dry-gulching.n.01; all murder.n.01 dry-gulching.n.01
all prosody.n.01 expressive_style.n.01, no prosody.n.01 tongue.n.04: some-not expressive_style.n.01 tongue.n.04; all expressive_style.n.01 tongue.n.04
all port.n.01 location.n.01, no port.n.01 pole.n.07: some-not location.n.01 pole.n.07; all location.n.01 pole.n.07
all rejection.n.01 entity.n.01, no rejection.n.01 residency.n.01: some-not entity.n.01 residency.n.01; all entity.n.01 residency.n.01
all unit.n.05 unit.n.05, no unit.n.05 reservoir.n.04: some-not unit.n.05 reservoir.n.04; all unit.n.05 reservoir.n.04
all disgust.n.01 state.n.02, no disgust.n.01 unfriendliness.n.01: some-not state.n.02 unfriendliness.n.01; all state.n.02 unfriendliness.n.01
all recording.n.03 physical_entity.n.01, no recording.n.03 register.n.04: some-not physical_entity.n.01 register.n.04; all physical_entity.n.01 register.n.04
all gravitation.n.02 psychological_feature.n.01, no gravitation.n.02 flow.n.01: some-not psychological_feature.n.01 flow.n.01; all psychological_feature.n.01 flow.n.01
all nomad.n.01 wanderer.n.01, no nomad.n.01 vagrant.n.01: some-not wanderer.n.01 vagrant.n.01; all wanderer.n.01 vagrant.n.01
all serviceman.n.01 skilled_worker.n.01, no serviceman.n.01 cutter.n.03: some-not skilled_worker.n.01 cutter.n.03; all skilled_worker.n.01 cutter.n.03
all imagination.n.01 psychological_feature.n.01, no imagination.n.01 invention.n.01: some-not psychological_feature.n.01 invention.n.01; all psychological_feature.n.01 invention.n.01
all martyr.n.02 unfortunate.n.01, no martyr.n.02 casualty.n.02: some-not unfortunate.n.01 casualty.n.02; all unfortunate.n.01 casualty.n.02
all location.n.01 location.n.01, no location.n.01 snake.n.05: some-not location.n.01 snake.n.05; all location.n.01 snake.n.05
all instrumentality.n.03 whole.n.02, no instrumentality.n.03 button.n.07: some-not whole.n.02 button.n.07; all whole.n.02 button.n.07
all barrier.n.03 physical_entity.n.01, no barrier.n.03 biological_clock.n.01: some-not physical_entity.n.01 biological_clock.n.01; all physical_entity.n.01 biological_clock.n.01
all applicator.n.01 physical_entity.n.01, no applicator.n.01 nest_egg.n.02: some-not physical_entity.n.01 nest_egg.n.02; all physical_entity.n.01 nest_egg.n.02
all judge.n.01 judge.n.01, no judge.n.01 sounding_board.n.01: some-not judge.n.01 sounding_board.n.01; all judge.n.01 sounding_board.n.01
all loss.n.01 abstraction.n.06, no loss.n.01 outgo.n.01: some-not abstraction.n.06 outgo.n.01; all abstraction.n.06 outgo.n.01
all cartoonist.n.01 artist.n.01, no cartoonist.n.01 pavement_artist.n.01: some-not artist.n.01 pavement_artist.n.01; all artist.n.01 pavement_artist.n.01
all workplace.n.01 entity.n.01, no workplace.n.01 epicenter.n.01: some-not entity.n.01 epicenter.n.01; all entity.n.01 epicenter.n.01
all roller.n.04 cylinder.n.01, no roller.n.04 roll.n.11: some-not cylinder.n.01 roll.n.11; all cylinder.n.01 roll.n.11
all measurement.n.01 abstraction.n.06, no measurement.n.01 concealment.n.03: some-not abstraction.n.06 concealment.n.03; all abstraction.n.06 concealment.n.03
all news.n.02 news.n.02, no news.n.02 evidence.n.03: some-not news.n.02 evidence.n.03; all news.n.02 evidence.n.03
all inventor.n.01 inventor.n.01, no inventor.n.01 couturier.n.01: some-not inventor.n.01 couturier.n.01; all inventor.n.01 couturier.n.01
all sadism.n.01 entity.n.01, no sadism.n.01 algolagnia.n.01: some-not entity.n.01 algolagnia.n.01; all entity.n.01 algolagnia.n.01
all analysis.n.01 event.n.01, no analysis.n.01 wiretap.n.01: some-not event.n.01 wiretap.n.01; all event.n.01 wiretap.n.01
all antibody.n.01 macromolecule.n.01, no antibody.n.01 aleurone.n.01: some-not macromolecule.n.01 aleurone.n.01; all macromolecule.n.01 aleurone.n.01
all settler.n.01 settler.n.01, no settler.n.01 immigrant.n.01: some-not settler.n.01 immigrant.n.01; all settler.n.01 immigrant.n.01
all gambler.n.01 person.n.01, no gambler.n.01 religious_person.n.01: some-not person.n.01 religious_person.n.01; all person.n.01 religious_person.n.01
all sin.v.01 relate.v.05, no sin.v.01 conflict.v.02: some-not relate.v.05 conflict.v.02; all relate.v.05 conflict.v.02
all doctor.n.01 medical_practitioner.n.01, no doctor.n.01 inoculator.n.01: some-not medical_practitioner.n.01 inoculator.n.01; all medical_practitioner.n.01 inoculator.n.01
all bin.n.01 physical_entity.n.01, no bin.n.01 shaker.n.03: some-not physical_entity.n.01 shaker.n.03; all physical_entity.n.01 shaker.n.03
all condition.n.01 abstraction.n.06, no condition.n.01 being.n.01: some-not abstraction.n.06 being.n.01; all abstraction.n.06 being.n.01
all heresy.n.02 entity.n.01, no heresy.n.02 wisdom.n.01: some-not entity.n.01 wisdom.n.01; all entity.n.01 wisdom.n.01
all diversion.n.01 entity.n.01, no diversion.n.01 search.n.01: some-not entity.n.01 search.n.01; all entity.n.01 search.n.01
all housing.n.01 physical_entity.n.01, no housing.n.01 defensive_structure.n.01: some-not physical_entity.n.01 defensive_structure.n.01; all physical_entity.n.01 defensive_structure.n.01
all chemical.n.01 material.n.01, no chemical.n.01 impregnation.n.01: some-not material.n.01 impregnation.n.01; all material.n.01 impregnation.n.01
all southerner.n.01 person.n.01, no southerner.n.01 new_jerseyan.n.01: some-not person.n.01 new_jerseyan.n.01; all person.n.01 new_jerseyan.n.01
all cutter.n.06 artifact.n.01, no cutter.n.06 bit.n.11: some-not artifact.n.01 bit.n.11; all artifact.n.01 bit.n.11
all cow.n.01 animal.n.01, no cow.n.01 dairy_cattle.n.01: some-not animal.n.01 dairy_cattle.n.01; all animal.n.01 dairy_cattle.n.01
all cut.v.01 move.v.02, no cut.v.01 tear.v.02: some-not move.v.02 tear.v.02; all move.v.02 tear.v.02
all nutrient.n.02 matter.n.03, no nutrient.n.02 humectant.n.01: some-not matter.n.03 humectant.n.01; all matter.n.03 humectant.n.01
all botanist.n.01 botanist.n.01, no botanist.n.01 vivisectionist.n.01: some-not botanist.n.01 vivisectionist.n.01; all botanist.n.01 vivisectionist.n.01
all barrier.n.03 mechanism.n.03, no barrier.n.03 transmission_mechanism.n.01: some-not mechanism.n.03 transmission_mechanism.n.01; all mechanism.n.03 transmission_mechanism.n.01
all thrower.n.02 physical_entity.n.01, no thrower.n.02 gainer.n.01: some-not physical_entity.n.01 gainer.n.01; all physical_entity.n.01 gainer.n.01
all sport.n.02 psychological_feature.n.01, no sport.n.02 employment.n.02: some-not psychological_feature.n.01 employment.n.02; all psychological_feature.n.01 employment.n.02
all oxidation.n.01 physical_entity.n.01, no oxidation.n.01 addition_reaction.n.01: some-not physical_entity.n.01 addition_reaction.n.01; all physical_entity.n.01 addition_reaction.n.01
all model.n.01 entity.n.01, no model.n.01 hypothetical.n.01: some-not entity.n.01 hypothetical.n.01; all entity.n.01 hypothetical.n.01
all muslim.n.01 muslim.n.01, no muslim.n.01 agnostic.n.02: some-not muslim.n.01 agnostic.n.02; all muslim.n.01 agnostic.n.02
all singer.n.01 physical_entity.n.01, no singer.n.01 trombonist.n.01: some-not physical_entity.n.01 trombonist.n.01; all physical_entity.n.01 trombonist.n.01
all homo.n.02 homo.n.02, no homo.n.02 dryopithecine.n.01: some-not homo.n.02 dryopithecine.n.01; all homo.n.02 dryopithecine.n.01
all nutrient.n.02 entity.n.01, no nutrient.n.02 carcinogen.n.01: some-not entity.n.01 carcinogen.n.01; all entity.n.01 carcinogen.n.01
all toiletry.n.01 artifact.n.01, no toiletry.n.01 hardware.n.02: some-not artifact.n.01 hardware.n.02; all artifact.n.01 hardware.n.02
all roller.n.04 shape.n.02, no roller.n.04 roll.n.11: some-not shape.n.02 roll.n.11; all shape.n.02 roll.n.11
all text.n.01 written_communication.n.01, no text.n.01 recitation.n.01: some-not written_communication.n.01 recitation.n.01; all written_communication.n.01 recitation.n.01
all sadism.n.01 attribute.n.02, no sadism.n.01 algolagnia.n.01: some-not attribute.n.02 algolagnia.n.01; all attribute.n.02 algolagnia.n.01
all process.n.05 entity.n.01, no process.n.05 hindquarters.n.02: some-not entity.n.01 hindquarters.n.02; all entity.n.01 hindquarters.n.02
all frank.n.01 european.n.01, no frank.n.01 eurafrican.n.01: some-not european.n.01 eurafrican.n.01; all european.n.01 eurafrican.n.01
all shape.v.02 shape.v.02, no shape.v.02 cook.v.02: some-not shape.v.02 cook.v.02; all shape.v.02 cook.v.02
all ridge.n.01 natural_elevation.n.01, no ridge.n.01 highland.n.01: some-not natural_elevation.n.01 highland.n.01; all natural_elevation.n.01 highland.n.01
all arab.n.01 arab.n.01, no arab.n.01 chaldean.n.02: some-not arab.n.01 chaldean.n.02; all arab.n.01 chaldean.n.02
all pope.n.01 physical_entity.n.01, no pope.n.01 sneezer.n.01: some-not physical_entity.n.01 sneezer.n.01; all physical_entity.n.01 sneezer.n.01
all serviceman.n.01 worker.n.01, no serviceman.n.01 sailor.n.01: some-not worker.n.01 sailor.n.01; all worker.n.01 sailor.n.01
all saboteur.n.01 bad_person.n.01, no saboteur.n.01 iconoclast.n.01: some-not bad_person.n.01 iconoclast.n.01; all bad_person.n.01 iconoclast.n.01
all assets.n.01 abstraction.n.06, no assets.n.01 transferred_property.n.01: some-not abstraction.n.06 transferred_property.n.01; all abstraction.n.06 transferred_property.n.01
all brace.n.09 instrumentality.n.03, no brace.n.09 lighter.n.02: some-not instrumentality.n.03 lighter.n.02; all instrumentality.n.03 lighter.n.02
all utensil.n.01 instrumentality.n.03, no utensil.n.01 leather_strip.n.01: some-not instrumentality.n.03 leather_strip.n.01; all instrumentality.n.03 leather_strip.n.01
all barbiturate.n.01 entity.n.01, no barbiturate.n.01 thalidomide.n.01: some-not entity.n.01 thalidomide.n.01; all entity.n.01 thalidomide.n.01
all machine.n.01 entity.n.01, no machine.n.01 dampener.n.01: some-not entity.n.01 dampener.n.01; all entity.n.01 dampener.n.01
all mourner.n.01 entity.n.01, no mourner.n.01 maroon.n.01: some-not entity.n.01 maroon.n.01; all entity.n.01 maroon.n.01
all adverb.n.02 language_unit.n.01, no adverb.n.02 intensifier.n.01: some-not language_unit.n.01 intensifier.n.01; all language_unit.n.01 intensifier.n.01
all process.n.05 physical_entity.n.01, no process.n.05 venter.n.04: some-not physical_entity.n.01 venter.n.04; all physical_entity.n.01 venter.n.04
all teacher.n.01 teacher.n.01, no teacher.n.01 lector.n.02: some-not teacher.n.01 lector.n.02; all teacher.n.01 lector.n.02
all engraver.n.01 skilled_worker.n.01, no engraver.n.01 smith.n.10: some-not skilled_worker.n.01 smith.n.10; all skilled_worker.n.01 smith.n.10
all falsification.n.03 falsification.n.03, no falsification.n.03 treachery.n.02: some-not falsification.n.03 treachery.n.02; all falsification.n.03 treachery.n.02
all paper.n.01 material.n.01, no paper.n.01 adhesive_material.n.01: some-not material.n.01 adhesive_material.n.01; all material.n.01 adhesive_material.n.01
all negligence.n.01 event.n.01, no negligence.n.01 mistake.n.01: some-not event.n.01 mistake.n.01; all event.n.01 mistake.n.01
all ailment.n.01 entity.n.01, no ailment.n.01 degenerative_disorder.n.01: some-not entity.n.01 degenerative_disorder.n.01; all entity.n.01 degenerative_disorder.n.01
all soldier.n.01 serviceman.n.01, no soldier.n.01 enlisted_man.n.01: some-not serviceman.n.01 enlisted_man.n.01; all serviceman.n.01 enlisted_man.n.01
all mishap.n.02 entity.n.01, no mishap.n.02 pity.n.02: some-not entity.n.01 pity.n.02; all entity.n.01 pity.n.02
all globulin.n.01 protein.n.01, no globulin.n.01 protamine.n.01: some-not protein.n.01 protamine.n.01; all protein.n.01 protamine.n.01
all press.n.02 instrumentality.n.03, no press.n.02 samizdat.n.01: some-not instrumentality.n.03 samizdat.n.01; all instrumentality.n.03 samizdat.n.01
all enclosure.n.01 area.n.05, no enclosure.n.01 storage_space.n.01: some-not area.n.05 storage_space.n.01; all area.n.05 storage_space.n.01
all onondaga.n.01 physical_entity.n.01, no onondaga.n.01 cayuga.n.01: some-not physical_entity.n.01 cayuga.n.01; all physical_entity.n.01 cayuga.n.01
all anthropologist.n.01 person.n.01, no anthropologist.n.01 political_scientist.n.01: some-not person.n.01 political_scientist.n.01; all person.n.01 political_scientist.n.01
all chamber.n.03 artifact.n.01, no chamber.n.03 barroom.n.01: some-not artifact.n.01 barroom.n.01; all artifact.n.01 barroom.n.01
all feminist.n.01 physical_entity.n.01, no feminist.n.01 preservationist.n.01: some-not physical_entity.n.01 preservationist.n.01; all physical_entity.n.01 preservationist.n.01
all perversion.n.02 perversion.n.02, no perversion.n.02 bestiality.n.02: some-not perversion.n.02 bestiality.n.02; all perversion.n.02 bestiality.n.02
all conductor.n.01 creator.n.02, no conductor.n.01 virtuoso.n.02: some-not creator.n.02 virtuoso.n.02; all creator.n.02 virtuoso.n.02
all bonus.n.02 entity.n.01, no bonus.n.02 reward.n.02: some-not entity.n.01 reward.n.02; all entity.n.01 reward.n.02
all detachment.n.04 social_group.n.01, no detachment.n.04 platoon.n.01: some-not social_group.n.01 platoon.n.01; all social_group.n.01 platoon.n.01
all analyst.n.03 psychiatrist.n.01, no analyst.n.03 alienist.n.01: some-not psychiatrist.n.01 alienist.n.01; all psychiatrist.n.01 alienist.n.01
all solution.n.01 solution.n.01, no solution.n.01 gummite.n.01: some-not solution.n.01 gummite.n.01; all solution.n.01 gummite.n.01
all embarrassment.n.01 entity.n.01, no embarrassment.n.01 conscience.n.03: some-not entity.n.01 conscience.n.03; all entity.n.01 conscience.n.03
all sedative.n.01 entity.n.01, no sedative.n.01 soporific.n.01: some-not entity.n.01 soporific.n.01; all entity.n.01 soporific.n.01
all love.n.01 emotion.n.01, no love.n.01 emotional_state.n.01: some-not emotion.n.01 emotional_state.n.01; all emotion.n.01 emotional_state.n.01
all pueblo.n.01 indian.n.01, no pueblo.n.01 anasazi.n.01: some-not indian.n.01 anasazi.n.01; all indian.n.01 anasazi.n.01
all travel.n.01 action.n.01, no travel.n.01 maneuver.n.03: some-not action.n.01 maneuver.n.03; all action.n.01 maneuver.n.03
all slave.n.01 physical_entity.n.01, no slave.n.01 termer.n.01: some-not physical_entity.n.01 termer.n.01; all physical_entity.n.01 termer.n.01
all steering.n.02 entity.n.01, no steering.n.02 self-denial.n.02: some-not entity.n.01 self-denial.n.02; all entity.n.01 self-denial.n.02
all musician.n.02 musician.n.02, no musician.n.02 modernist.n.01: some-not musician.n.02 modernist.n.01; all musician.n.02 modernist.n.01
all wanderer.n.01 entity.n.01, no wanderer.n.01 swimmer.n.02: some-not entity.n.01 swimmer.n.02; all entity.n.01 swimmer.n.02
all eruption.n.02 psychological_feature.n.01, no eruption.n.02 constipation.n.01: some-not psychological_feature.n.01 constipation.n.01; all psychological_feature.n.01 constipation.n.01
all location.n.01 physical_entity.n.01, no location.n.01 shiner.n.02: some-not physical_entity.n.01 shiner.n.02; all physical_entity.n.01 shiner.n.02
all peripheral.n.01 artifact.n.01, no peripheral.n.01 telephone.n.01: some-not artifact.n.01 telephone.n.01; all artifact.n.01 telephone.n.01
all cavity.n.04 physical_entity.n.01, no cavity.n.04 bridge.n.04: some-not physical_entity.n.01 bridge.n.04; all physical_entity.n.01 bridge.n.04
all tool.n.01 whole.n.02, no tool.n.01 candlesnuffer.n.01: some-not whole.n.02 candlesnuffer.n.01; all whole.n.02 candlesnuffer.n.01
all courtier.n.01 physical_entity.n.01, no courtier.n.01 stretcher-bearer.n.01: some-not physical_entity.n.01 stretcher-bearer.n.01; all physical_entity.n.01 stretcher-bearer.n.01
all kick.n.01 action.n.01, no kick.n.01 stab.n.02: some-not action.n.01 stab.n.02; all action.n.01 stab.n.02
all astronomer.n.01 scientist.n.01, no astronomer.n.01 acoustician.n.01: some-not scientist.n.01 acoustician.n.01; all scientist.n.01 acoustician.n.01
all compound.n.02 compound.n.02, no compound.n.02 larvicide.n.01: some-not compound.n.02 larvicide.n.01; all compound.n.02 larvicide.n.01
all tract.n.01 object.n.01, no tract.n.01 sphere.n.03: some-not object.n.01 sphere.n.03; all object.n.01 sphere.n.03
all subculture.n.01 subculture.n.01, no subculture.n.01 society.n.01: some-not subculture.n.01 society.n.01; all subculture.n.01 society.n.01
all protection.n.01 activity.n.01, no protection.n.01 pleasure.n.04: some-not activity.n.01 pleasure.n.04; all activity.n.01 pleasure.n.04
all songwriter.n.01 songwriter.n.01, no songwriter.n.01 psalmist.n.01: some-not songwriter.n.01 psalmist.n.01; all songwriter.n.01 psalmist.n.01
all dry.n.01 person.n.01, no dry.n.01 civil_rights_leader.n.01: some-not person.n.01 civil_rights_leader.n.01; all person.n.01 civil_rights_leader.n.01
all lexicographer.n.01 physical_entity.n.01, no lexicographer.n.01 assessee.n.01: some-not physical_entity.n.01 assessee.n.01; all physical_entity.n.01 assessee.n.01
all weaponry.n.01 weaponry.n.01, no weaponry.n.01 means.n.02: some-not weaponry.n.01 means.n.02; all weaponry.n.01 means.n.02
all pesticide.n.01 substance.n.01, no pesticide.n.01 larvicide.n.01: some-not substance.n.01 larvicide.n.01; all substance.n.01 larvicide.n.01
all male.n.02 physical_entity.n.01, no male.n.02 best.n.02: some-not physical_entity.n.01 best.n.02; all physical_entity.n.01 best.n.02
all box.n.02 area.n.05, no box.n.02 glove_compartment.n.01: some-not area.n.05 glove_compartment.n.01; all area.n.05 glove_compartment.n.01
all asian.n.01 asian.n.01, no asian.n.01 abomination.n.01: some-not asian.n.01 abomination.n.01; all asian.n.01 abomination.n.01
all solid.n.03 attribute.n.02, no solid.n.03 round_shape.n.01: some-not attribute.n.02 round_shape.n.01; all attribute.n.02 round_shape.n.01
all perversion.n.02 bodily_process.n.01, no perversion.n.02 carnal_abuse.n.01: some-not bodily_process.n.01 carnal_abuse.n.01; all bodily_process.n.01 carnal_abuse.n.01
all system.n.06 system.n.06, no system.n.06 withers.n.01: some-not system.n.06 withers.n.01; all system.n.06 withers.n.01
all fight.n.02 group_action.n.01, no fight.n.02 pacification.n.03: some-not group_action.n.01 pacification.n.03; all group_action.n.01 pacification.n.03
all whole.n.02 physical_entity.n.01, no whole.n.02 moon.n.02: some-not physical_entity.n.01 moon.n.02; all physical_entity.n.01 moon.n.02
all sauk.n.01 physical_entity.n.01, no sauk.n.01 ojibwa.n.01: some-not physical_entity.n.01 ojibwa.n.01; all physical_entity.n.01 ojibwa.n.01
all land.n.02 object.n.01, no land.n.02 geological_formation.n.01: some-not object.n.01 geological_formation.n.01; all object.n.01 geological_formation.n.01
all joy.n.01 entity.n.01, no joy.n.01 emotional_state.n.01: some-not entity.n.01 emotional_state.n.01; all entity.n.01 emotional_state.n.01
all entrepreneur.n.01 physical_entity.n.01, no entrepreneur.n.01 shipper.n.01: some-not physical_entity.n.01 shipper.n.01; all physical_entity.n.01 shipper.n.01
all dessert.n.01 physical_entity.n.01, no dessert.n.01 entree.n.01: some-not physical_entity.n.01 entree.n.01; all physical_entity.n.01 entree.n.01
all racer.n.03 physical_entity.n.01, no racer.n.03 adult.n.02: some-not physical_entity.n.01 adult.n.02; all physical_entity.n.01 adult.n.02
all acne.n.01 acne.n.01, no acne.n.01 anthrax.n.02: some-not acne.n.01 anthrax.n.02; all acne.n.01 anthrax.n.02
all publication.n.01 creation.n.02, no publication.n.01 ironwork.n.01: some-not creation.n.02 ironwork.n.01; all creation.n.02 ironwork.n.01
all composer.n.01 creator.n.02, no composer.n.01 choirmaster.n.01: some-not creator.n.02 choirmaster.n.01; all creator.n.02 choirmaster.n.01
all paint.v.01 act.v.01, no paint.v.01 build.v.07: some-not act.v.01 build.v.07; all act.v.01 build.v.07
all passage.n.07 body_part.n.01, no passage.n.07 blade.n.06: some-not body_part.n.01 blade.n.06; all body_part.n.01 blade.n.06
all sin.v.01 transgress.v.01, no sin.v.01 drop_the_ball.v.01: some-not transgress.v.01 drop_the_ball.v.01; all transgress.v.01 drop_the_ball.v.01
all king.n.01 entity.n.01, no king.n.01 capetian.n.01: some-not entity.n.01 capetian.n.01; all entity.n.01 capetian.n.01
all dancing.n.01 dancing.n.01, no dancing.n.01 cognition.n.01: some-not dancing.n.01 cognition.n.01; all dancing.n.01 cognition.n.01
all carbon.n.01 carbon.n.01, no carbon.n.01 trace_element.n.01: some-not carbon.n.01 trace_element.n.01; all carbon.n.01 trace_element.n.01
all anomaly.n.01 entity.n.01, no anomaly.n.01 pachycheilia.n.01: some-not entity.n.01 pachycheilia.n.01; all entity.n.01 pachycheilia.n.01
all pen.n.01 physical_entity.n.01, no pen.n.01 sketcher.n.02: some-not physical_entity.n.01 sketcher.n.02; all physical_entity.n.01 sketcher.n.02
all diet.n.01 fare.n.04, no diet.n.01 diet.n.03: some-not fare.n.04 diet.n.03; all fare.n.04 diet.n.03
all corticosteroid.n.01 corticosteroid.n.01, no corticosteroid.n.01 androgen.n.01: some-not corticosteroid.n.01 androgen.n.01; all corticosteroid.n.01 androgen.n.01
all group.n.01 entity.n.01, no group.n.01 psychological_feature.n.01: some-not entity.n.01 psychological_feature.n.01; all entity.n.01 psychological_feature.n.01
